Donor,Earmarking1,Income Contribution,,Income,Contribution
Action Réfugiés (FRA),South-West Asia,750 750,,"382,906","382,906"
Individual Donor (UK),South-West Asia,0 0,,"250,000","250,000"
Individual Donor (SWI),South-West Asia,0 0,,"500,000","500,000"
Argentina con ACNUR (ARG),South-West Asia,0 0,,"4,509","4,509"
Australia,South-West Asia,"1,284,027 1,284,027",,"1,951,220","1,951,220"
Australia for UNHCR (AUL),South-West Asia,0 0,,"43,663","43,663"
Canada,Pakistan,"400,000 400,000",,"1,915,174","1,915,174"
Chile,South-West Asia,0 0,,"20,000","20,000"
China,Pakistan,0 0,,"62,700","62,700"
Czech Republic,South-West Asia,0 0,,"107,325","107,325"
Denmark,South-West Asia,"1,438,849 1,438,849",,"3,983,689","3,983,689"
Deutsche Stiftung (GFR),Islamic Republic of Iran,"57,873 57,873",,0,0
"",Pakistan,"46,994 46,994",,"601,398","601,398"
"",South-West Asia,0 0,,"245,871","245,871"
Egyptian Fed. for Construction and,Pakistan,0 0,,"7,475","7,475"
Building Contractors (ARE),,,,,
El-Eslah Society of Bahrain (BAH),Pakistan,"13,000 13,000",,"15,000","15,000"
España con ACNUR (SPA),South-West Asia,0 0,,"203,835","432,895"
European Commission,Afghanistan,"680,272 680,272",,0,0
"",Islamic Republic of Iran,"1,740,812 1,740,812",,0,0
"",Pakistan,"2,625,010 2,625,075",,"1,836,545","1,836,547"
Finland,Afghanistan,"462,478 462,478",,0,0
"",South-West Asia,0 0,,"772,213","772,213"
Finnish Ref. Council (FIN),South-West Asia,0 0,,"15,290","15,290"
France,Islamic Republic of Iran,"469,822 469,822",,0,0
"",Pakistan,"469,822 469,822",,0,0
Germany,Afghanistan,"328,957 328,957",,"2,324,057","2,324,057"
"",Islamic Republic of Iran,"234,753 234,753",,0,0
"",Pakistan,"1,626,794 1,626,794",,"4,195,229","4,195,229"
"",South-West Asia,0 0,,"4,460,303","4,460,303"
Giorgio Armani (ITA),South-West Asia,0 0,,"164,327","164,327"
Greece,Iran (Islamic Republic of),0 0,,"7,500","7,500"
"",Pakistan,0 0,,"14,050","14,050"
"",,South-West Asia,,,
"",South-West Asia,0 0,,"500,000","500,000"
"Husain Afsar, Mr. & Mrs. (PAK)",Afghanistan,"100,000 100,000",,0,0
Indonesia,Pakistan,0 0,,"20,000","20,000"
Int. Islamic Relief (SAU),Pakistan,"10,000 10,000",,0,0
Ireland,South-West Asia,0 0,,"349,789","349,789"
Islamic Association of Bahrain (BAH),Pakistan,"10,000 10,000",,0,0
Italy,Afghanistan,0 0,,"84,599","84,599"
"",Islamic Republic of Iran,"5,137,606 5,137,606",,0,0
"",Pakistan,"442,550 442,550",,"134,838","134,838"
"",South-West Asia,0 0,,"7,113,725","7,113,725"
Japan,Afghanistan,"2,780,000 2,780,000",,0,0
"",Islamic Republic of Iran,"3,000,000 3,000,000",,0,0
"",Pakistan,"1,000,000 1,000,000",,"2,135,010","2,135,010"
"",South-West Asia,"450,000 450,000",,"4,411,312","4,411,312"
Japan Association for UNHCR (JPN),South-West Asia,0,0,"684,759 684,759"
Jordanian Hashemite Charity Org. (JOR),Pakistan,0,0,"171,430 171,430"
Kuwait,Pakistan,0,0,"246,445 246,445"
Latvia,South-West Asia,0,0,"18,022 18,022"
Liechtenstein,South-West Asia,0,0,"62,112 62,112"
Lithuania,South-West Asia,0,0,"12,500 12,500"
Luxembourg,Pakistan,"212,419","212,419",0 0
"",South-West Asia,0,0,"341,451 341,451"
Malaysia,Pakistan,0,0,"66,255 66,255"
Monaco,South-West Asia,0,0,"91,827 91,827"
Morocco,Pakistan,0,0,"117,608 117,608"
Myochikai Arigatou Found. (JPN),South-West Asia,0,0,"83,333 83,333"
Netherlands,South-West Asia,0,0,"5,000,333 5,000,333"
Norway,Pakistan,"449,438","449,438",0 0
"",South-West Asia,0,0,"5,444,452 5,444,452"
Onnuri Church (KOR),South-West Asia,0,0,"15,500 15,500"
OPEC Fund,Pakistan,"200,000","200,000",0 0
"“Pavarotti and Friends” (ITA)",Pakistan,"1,500,000","1,500,000",0 0
"",South-West Asia,0,0,"4,599 4,599"
Private Donors Australia,South-West Asia,0,0,494 494
Private Donors Austria,South-West Asia,0,0,"7,049 7,049"
Private Donors Canada,South-West Asia,0,0,"15,390 15,390"
Private Donors China,South-West Asia,0,0,500 500
Private Donors Cyprus,Afghanistan,0,0,"1,465 1,465"
Private Donors France,South-West Asia,0,0,243 243
Private Donors Germany,South-West Asia,0,0,511 511
Private Donors Greece,South-West Asia,0,0,"33,768 33,768"
"Private Donors Hong Kong SAR, China",South-West Asia,0,0,513 513
Private Donors Islamic Rep. of Iran,South-West Asia,0,0,251 251
Private Donors Italy,Afghanistan,"9,340","9,340",0 0
"",Pakistan,"665,749","665,749",0 0
"",South-West Asia,"810,545","810,545","1,832,537 1,832,537"
Private Donors Japan,South-West Asia,"6,103","6,103",0 0
Private Donors Korea,South-West Asia,0,0,501 501
Private Donors Luxembourg,South-West Asia,0,0,"1,399 1,399"
Private Donors Malaysia,South-West Asia,0,0,"5,000 5,000"
Private Donors Mexico,South-West Asia,0,0,"1,222 1,222"
Private Donors Netherlands,South-West Asia,0,0,"27,S77o7uth-We2s7t,7 7A7sia"
Private Donors Pakistan,South-West Asia,0,0,"1,816 1,816"
Private Donors Portugal,South-West Asia,0,0,"2,226 2,226"
Private Donors Singapore,South-West Asia,0,0,"1,648 1,648"
Private Donors Sweden,South-West Asia,0,0,"2,796 2,796"
Private Donors Switzerland,South-West Asia,0,0,"56,480 56,480"
Private Donors United Kingdom,South-West Asia,0,0,"3,042 3,042"
Private Donors United States of America,South-West Asia,0,0,"16,615 16,615"
Republic of Korea,South-West Asia,0,0,"516,146 516,146"
Save the Children Sweden,Pakistan,"20,849","20,849",0 0
Singapore,South-West Asia,0,0,"35,000 35,000"
Slovakia,South-West Asia,0,0,"131,658 131,658"
"DonorEarmarking1IncomeContributionIncomeContribution"
"Sokka Gakkai Youth Peace Conf. (JPN)South-West Asia00100,000100,000"
"SpainAfghanistan00160,556160,556"
"South-West Asia00321,111321,111"
"Stichting Hartekreet (NET)South-West Asia0020,00020,000"
"SwedenAfghanistan00463,822463,822"
"South-West Asia00934,579934,579"
"SwitzerlandIslamic Republic of Iran581,395581,39500"
"Pakistan290,698290,69800"
"South-West Asia00952,597952,597"
"The Qaddafi Internat. Found. ForPakistan00752,030752,030Charity Association (LYB)"
"Tunisian Red Crescent SocietySouth-West Asia0050,00050,000"
"United KingdomSouth-West Asia004,181,2954,181,295"
"UK for UNHCR (GBR)Afghanistan002,8542,854"
"Islamic Republic of Iran9,7099,70900"
"South-West Asia00163,437163,437"
"UN Women’s Guild, Vienna (AUS)Pakistan8,2898,28900"
"UNFPAPakistan33,78133,78100"
"United States of AmericaIslamic Republic of Iran400,000400,00000"
"Pakistan1,150,0001,150,000141,592141,592"
"South-West Asia12,361,70012,361,70014,000,00014,000,000"
"USA for UNHCR (USA)Pakistan30,99030,9901,383,2001,383,200"
"VenezuelaSouth-West Asia001,000,0001,000,000"
